"x" "y" "x_err" "y_err" "corxy"
0.623 -0.47723 0.088192 0.124961 0.665534
0.315 -0.46903 0.074242 0.117899 -0.2434
0.236 -0.25386 0.053 0.153293 -0.40581
0.393 -0.61641 0.046615 0.111952 0.003404
0.448 -0.48947 0.089005 0.129511 0.3204
0.29 -0.49746 0.057801 0.118694 0.065046
0.364 -0.48471 0.078714 0.126571 0.519602
-0.086 -0.21326 0.033541 0.121696 -0.09695
0.042 -0.20168 0.049739 0.142496 -0.90802
0.002 -0.313 0.034438 0.121027 0.209733
0.172 -0.27097 0.0414 0.14977 -0.35304
0.21 -0.20754 0.065299 0.1201 0.60108
0.188 -0.43618 0.083671 0.123538 0.845614
-0.026 -0.25199 0.0414 0.119971 -0.49525
0.148 -0.29243 0.049929 0.120004 0.61897
0.243 -0.23051 0.047707 0.166098 0.426857
0.382 -0.55653 0.049091 0.114307 0.649465
0.122 -0.51012 0.062649 0.110818 0.115363
0.303 -0.63251 0.058668 0.118753 0.016817
0.231 -0.41086 0.050477 0.118563 -0.35002
0.402 -0.42868 0.059169 0.114695 -0.11036
0.248 -0.36253 0.085866 0.141484 -0.4427
0.168 -0.17671 0.053851 0.130537 0.121278
0.163 -0.60044 0.058668 0.113727 -0.97972
0.013 -0.31863 0.044654 0.165152 0.818582
0.101 -0.2262 0.084581 0.122061 0.042784
0.09 -0.30664 0.076922 0.121586 -0.60501
0.029 -0.28479 0.081394 0.141953 0.657859
0.148 -0.35678 0.048259 0.110783 0.011462
0.219 -0.35362 0.054378 0.105944 -0.07697
0.684 -0.5812 0.07823 0.132038 -0.48891
0.162 -0.11589 0.045221 0.093846 -0.48362
0.087 -0.33464 0.042801 0.096407 0.043795
0.538 -0.67915 0.06466 0.113942 -0.65309
0.142 -0.40644 0.051312 0.125983 -0.44623
0.03 -0.17915 0.071119 0.109379 0.408614
0.369 -0.44527 0.051865 0.126586 -0.26256
0.057 -0.13214 0.055226 0.11893 0.275804
0.073 -0.27868 0.084528 0.132593 0.676146
0.193 -0.19926 0.057982 0.148125 0.24422
0.096 -0.21986 0.031764 0.125636 -0.01474
0.096 -0.11095 0.048259 0.114413 -0.19619
0.286 -0.40611 0.06414 0.136662 0.902214
0.221 -0.09529 0.081394 0.137208 -0.75966
0.514 -0.5524 0.044045 0.111167 -0.5405
0.436 -0.43398 0.065 0.133982 -0.50596
0.199 -0.41585 0.055226 0.122619 -0.10269
0.456 -0.6085 0.067416 0.121742 0.827164
0.197 -0.58303 0.086764 0.124253 0.139736
0.036 -0.17498 0.049648 0.104936 0.364703
0.163 -0.24807 0.072945 0.129755 0.334621
0.338 -0.50199 0.063812 0.116875 0.966671
0.065 -0.15803 0.042011 0.112783 -0.3387
0.014 -0.05476 0.048166 0.129154 0.295663
0.163 -0.04913 0.061911 0.115807 0.484821
0.061 -0.19942 0.02 0.111923 -0.17963
0.12 -0.46345 0.076922 0.121523 -0.50465
0.225 -0.69406 0.087206 0.120967 0.47527
0.246 -0.71132 0.072069 0.134705 -0.306
0.148 -0.21293 0.0436 0.137236 -0.25431
0.046 -0.23866 0.026925 0.134133 -0.01948
0.282 -0.55581 0.089067 0.135253 0.482016
0.216 -0.45559 0.046615 0.116575 -0.55537
0.416 -0.53358 0.081884 0.119479 0.073095
0.005 -0.18679 0.058309 0.109864 0.036114
0.246 -0.43449 0.051865 0.105823 -0.96938
0.247 -0.50961 0.051613 0.120871 0.447418
0.165 -0.3522 0.069354 0.110483 -0.93639
0.344 -0.62892 0.059169 0.114918 0.201868
0.089 -0.19661 0.059169 0.11093 0.955999
0.005 -0.34508 0.069771 0.124004 0.902979
0.272 -0.4567 0.063285 0.164851 -0.41771
0.356 -0.48034 0.053254 0.120887 -0.59323
0.296 -0.52465 0.081841 0.135673 -0.03481
0.329 -0.42545 0.053254 0.116134 0.736684
0.322 -0.49109 0.041231 0.109924 -0.97434
0.195 -0.2453 0.048466 0.107125 0.39024
0.216 -0.40507 0.086815 0.107063 0.228881
0.075 -0.26067 0.055569 0.171768 0.430915
0.063 -0.27286 0.068 0.12654 0.730696
0.096 -0.28551 0.057454 0.111856 -0.89083
-0.026 -0.21781 0.046615 0.129482 -0.90703
0.109 -0.30298 0.056302 0.122916 -0.88194
0.112 -0.33548 0.078549 0.11221 0.085754
0.146 -0.26117 0.060539 0.136965 0.831264
0.261 -0.43577 0.082764 0.133181 -0.91112
0.236 -0.40753 0.074431 0.11853 -0.80365
0.096 -0.2369 0.0686 0.137179 -0.78207
0.111 -0.18891 0.050219 0.10607 -0.4674
0.266 -0.32665 0.045 0.145316 -0.33509
0.174 -0.10406 0.045803 0.109769 -0.14061
0.1 -0.22235 0.046615 0.159887 -0.98029
0.163 -0.30721 0.05714 0.101362 0.633538
0.183 -0.25462 0.078714 0.123689 -0.48623
0.084 -0.08232 0.052697 0.112707 0.351246
-0.028 -0.14508 0.071119 0.116715 -0.59172
0.219 -0.38143 0.043416 0.110953 -0.60855
0.023 -0.03982 0.040607 0.117444 0.21337
0.444 -0.49719 0.076059 0.118183 -0.29013
0.212 -0.49379 0.070228 0.116048 0.942914
0.456 -0.46504 0.06435 0.110168 -0.8044
0.377 -0.38565 0.086313 0.125231 0.832075
0.484 -0.91974 0.036796 0.127469 -0.21246
0.205 -0.34418 0.05883 0.113542 0.053532
0.16 -0.29423 0.071196 0.118475 -0.61919
0.165 -0.20397 0.060033 0.151879 0.582393
0.103 -0.45459 0.019209 0.110434 -0.84115
0.15 -0.23394 0.063631 0.120788 0.125652
0.114 -0.39059 0.053535 0.113083 -0.21065
-0.019 -0.28519 0.025553 0.117381 0.806994
0.063 -0.16256 0.045 0.131769 0.816323
0.301 -0.42143 0.062968 0.133007 0.543003
0.096 -0.18577 0.054918 0.116595 0.606289
0.257 -0.3943 0.070327 0.123828 0.507872
0.095 -0.02864 0.079177 0.114954 0.889047
0.214 -0.33867 0.087658 0.126715 0.893675
0.166 -0.30587 0.065863 0.134532 0.575361
0.077 -0.32866 0.065368 0.12596 0.830852
-0.037 -0.30592 0.07071 0.12225 0.361331
0.155 -0.44478 0.057688 0.108564 0.843041
0.101 -0.15966 0.042638 0.136886 -0.82978
0.347 -0.33792 0.066037 0.133904 -0.44219
0.023 -0.42107 0.042485 0.11018 0.369208
0.196 -0.3965 0.045803 0.111602 0.269717
0.222 -0.34217 0.077414 0.113764 -0.89506
0.28 -0.41802 0.060207 0.128688 -0.13771
0.346 -0.64154 0.085422 0.116561 0.767381
0.114 -0.36669 0.042011 0.173032 -0.54293
0.016 -0.27476 0.035777 0.148145 -0.48475
0.369 -0.31632 0.060745 0.176833 0.464088
0.196 -0.26244 0.073061 0.104379 0.525946
0.031 -0.13563 0.054083 0.102707 0.631437
0.104 -0.23022 0.065863 0.12897 0.890703
0.459 -0.41401 0.090426 0.136504 -0.3035
0.188 -0.443 0.031764 0.114554 -0.45469
0.116 -0.53706 0.057454 0.119231 -0.2878
0.498 -0.66717 0.054405 0.113148 0.645222
0.44 -0.61732 0.070491 0.135438 -0.54635
-0.051 -0.2206 0.025553 0.13473 0.903588
0.226 -0.55868 0.084534 0.133568 -0.44155
0.241 -0.61241 0.024413 0.124606 0.27545
0.013 -0.23318 0.035341 0.110516 0.917634
0.209 -0.33812 0.079755 0.111072 -0.02324
-0.00099 -0.23281 0.032202 0.125705 0.597686
0.18 -0.2132 0.065513 0.135324 0.804789
0.041 -0.35845 0.030413 0.110352 0.799604
0.242 -0.45522 0.04801 0.115075 0.679079
0.127 -0.37405 0.074706 0.17396 -0.30482
0.356 -0.46338 0.051865 0.120655 0.025984
0.467 -0.66414 0.05243 0.117626 -0.83847
0.329 -0.3406 0.082292 0.110785 -0.96177
0.228 -0.23617 0.04801 0.112798 -0.69891
0.201 -0.32559 0.04801 0.100672 0.523707
0.356 -0.35221 0.044407 0.137008 -0.7186
0.099 -0.34927 0.024413 0.103358 0.621035
0.422 -0.5964 0.062433 0.127614 -0.74041
0.076 -0.09205 0.051865 0.114494 0.637248
0.021 -0.26755 0.053851 0.121324 -0.6651
0.157 -0.47873 0.088102 0.123657 0.381472
0.104 -0.09376 0.046043 0.11711 -0.40783
0.241 -0.05422 0.059169 0.123999 0.20117
0.04 -0.23789 0.060415 0.116744 0.431234
0.032 -0.34815 0.055226 0.150822 0.012538
0.336 -0.55261 0.038288 0.116096 -0.56051
0.039 -0.17909 0.052153 0.136474 -0.42321
0.071 -0.22777 0.060901 0.130148 -0.67774
0.424 -0.35728 0.089005 0.122407 0.796865
0.593 -0.59197 0.082855 0.127399 0.951229
0.000999 -0.20728 0.055569 0.115903 0.978085
0.161 -0.5049 0.055226 0.173665 -0.88996
0.252 -0.41743 0.059169 0.11526 -0.83823
0.08 -0.27041 0.080056 0.123274 0.652506
0.234 -0.29952 0.068095 0.123194 0.064292
0.157 -0.26011 0.042638 0.106073 0.918332
0.369 -0.54744 0.086313 0.131942 0.557687
0.15 -0.62471 0.044654 0.114131 0.625362
0.234 -0.39335 0.047434 0.127251 -0.54413
0.141 -0.25644 0.04801 0.112425 0.855858
0.297 -0.44743 0.05714 0.12564 0.871516
0.318 -0.56749 0.051312 0.124658 0.341586
0.179 -0.33914 0.054378 0.118531 0.167535
0.197 -0.37137 0.072006 0.1314 -0.87861
0.08 -0.32009 0.085428 0.129408 0.058494
0.11 -0.29295 0.068963 0.141437 0.921082
-0.016 -0.21241 0.046872 0.121169 -0.74252
0.251 -0.25764 0.059682 0.141976 0.401352
0.01 -0.23467 0.055569 0.117716 0.658664
0.202 -0.6053 0.060901 0.137018 -0.71754
0.219 -0.18967 0.044407 0.114534 -0.89477
0.143 -0.33223 0.075133 0.127883 -0.48976
0.53 -0.54387 0.046227 0.127518 0.610663
0.218 -0.31922 0.050219 0.120607 0.771145
0.515 -0.51136 0.047201 0.112883 -0.42662
0.137 -0.16446 0.049091 0.127405 0.243479
0.357 -0.16518 0.048826 0.115952 -0.42479
0.143 -0.54076 0.047434 0.116814 0.192367
0.257 -0.40405 0.072945 0.151498 0.924694
0.038 -0.179 0.056938 0.124198 0.874951
0.18 0.015601 0.052153 0.10524 -0.5809
0.325 -0.56729 0.059539 0.118664 -0.2004
0.324 -0.47118 0.034885 0.116664 0.049705
0.483 -0.36234 0.063285 0.109864 0.906933
0.06 0.007218 0.059539 0.09865 -0.27511
0.254 -0.18405 0.077369 0.127334 -0.49914
0.135 -0.16869 0.046043 0.1198 0.510106
0.355 -0.24191 0.088192 0.129131 -0.46362
0.219 -0.65915 0.023853 0.112427 0.449221
0.171 -0.41853 0.047927 0.114282 0.390222
0.111 -0.20559 0.049648 0.104986 -0.28218
0.09 -0.2568 0.045221 0.12401 -0.93987
0.526 -0.42885 0.061911 0.133332 -0.42008
0.088 -0.44712 0.049769 0.104528 0.299883
0.558 -0.61143 0.082492 0.127526 0.152475
0.025 -0.20501 0.069771 0.109541 -0.69355
-0.024 -0.2471 0.078294 0.112537 -0.57762
0.226 -0.32887 0.050477 0.165363 -0.46718
0.252 -0.33127 0.084077 0.120359 0.870162
0.255 -0.25576 0.071196 0.124784 -0.94603
0.067 -0.08694 0.070661 0.123573 0.526704
0.768 -0.4691 0.044687 0.11036 -0.41273
0.394 -0.52355 0.056603 0.116379 0.161367
0.012 -0.18163 0.046615 0.13365 0.177098
0.04 -0.25699 0.058309 0.123513 0.217739
0.179 -0.34822 0.047434 0.108175 -0.0435
0.034 -0.20948 0.060901 0.112314 -0.38756
0.312 -0.45982 0.071693 0.117106 0.585312
-0.088 -0.23626 0.033541 0.089193 -0.16197
0.26 -0.29972 0.074303 0.118749 -0.24939
0.125 -0.41949 0.064884 0.107788 -0.80823
0.005 -0.21318 0.066648 0.112063 -0.86613
0.154 -0.18691 0.060539 0.100853 -0.41338
0.248 -0.37437 0.055758 0.111764 -0.62703
0.218 -0.4466 0.05883 0.121809 0.286924
0.049 -0.20791 0.048826 0.109604 0.209626
0.089 -0.0948 0.041868 0.107106 -0.68948
0.035 -0.05492 0.044204 0.103274 -0.26864
0.022 -0.08742 0.083192 0.11337 -0.40372
0.209 -0.38319 0.056603 0.114544 0.847983
0.029 -0.11363 0.046615 0.106934 -0.0081
0.138 -0.1384 0.05883 0.111751 0.918171
0.059 -0.10992 0.039698 0.132027 0.722033
0.355 -0.26116 0.056302 0.121569 0.086502
0.313 -0.6962 0.041868 0.133012 -0.45739
0.074 -0.19836 0.046615 0.117625 0.172557
0.251 -0.50915 0.072069 0.136334 0.632826
0.065 -0.13222 0.040459 0.128538 -0.73186
0.132 -0.28547 0.061057 0.145707 -0.15848
0.193 -0.40247 0.050219 0.113057 0.471173
0.123 -0.58215 0.075133 0.126136 0.653236
0.444 -0.64315 0.044045 0.111708 -0.64011
0.062 -0.42807 0.04801 0.122366 -0.10435
0.003 -0.17205 0.033541 0.107633 0.735626
0.277 -0.46259 0.08324 0.134187 -0.99744
0.141 -0.70223 0.030886 0.11328 -0.4232
-0.019 -0.30236 0.042544 0.157569 -0.95519
0.262 -0.34464 0.05 0.119349 -0.88971
0.143 -0.48557 0.059682 0.1143 -0.2699
0.155 -0.51025 0.0214 0.113511 0.614044
0.036 -0.24541 0.056603 0.136616 0.78159
0.52 -0.82966 0.082855 0.122758 0.007618
0.261 -0.6256 0.04801 0.122321 0.508139
0.202 -0.31253 0.04801 0.115753 -0.47734
-0.008 -0.41734 0.052392 0.114548 -0.19057
0.344 -0.51497 0.068963 0.120775 -0.65129
0.092 -0.12313 0.048826 0.113276 0.913413
0.313 -0.49727 0.077698 0.124017 0.742167
0.249 -0.3725 0.04801 0.124645 0.846093
0.461 -0.66407 0.050803 0.118693 -0.05504
0.076 -0.05036 0.047434 0.108092 0.443506
0.608 -0.46067 0.045453 0.126294 0.991941
0.372 -0.60042 0.06435 0.152462 0.030188
0.115 -0.36006 0.08363 0.12771 0.539899
0.287 -0.50872 0.038288 0.124696 0.167228
0.068 -0.23143 0.044204 0.121354 -0.60018
0.102 -0.1797 0.0414 0.112166 0.689956
0.287 -0.43859 0.045607 0.110651 0.683681
0.149 -0.06435 0.048259 0.102885 -0.19642
0.172 -0.55375 0.028301 0.118683 -0.96342
0.416 -0.9988 0.039698 0.102853 0.02593
0.395 -0.32163 0.074303 0.120951 0.887676
0.067 -0.46651 0.040718 0.10858 0.154002
0.006 -0.22139 0.055217 0.119791 0.267873
0.085 -0.31611 0.064498 0.123856 -0.73599
0.178 -0.32452 0.042011 0.105265 -0.63115
0.48 -0.60587 0.050219 0.121304 -0.91493
0.466 -0.541 0.065734 0.122172 0.258987
0.257 -0.30153 0.06637 0.118235 -0.20958
0.17 -0.69732 0.022203 0.11683 0.424258
0.355 -0.49925 0.0436 0.112323 -0.55728
0.569 -0.39592 0.075292 0.129142 -0.23385
0.213 -0.3716 0.041231 0.112959 -0.89364
-0.052 -0.0696 0.049929 0.114935 0.959862
0.26 -0.57945 0.051613 0.11909 -0.05478
-0.034 -0.23192 0.065368 0.12582 0.125557
0.09 -0.38369 0.053254 0.15233 -0.73789
-0.004 -0.12425 0.044407 0.110551 0.313559
0.02 -0.19393 0.050477 0.113533 -0.71547
0.112 -0.23092 0.058309 0.106752 0.554876
-0.033 -0.18186 0.021633 0.10959 0.344394
0.055 -0.45451 0.058309 0.131031 0.692042
0.031 -0.21211 0.069835 0.108302 -0.69993
0.133 -0.42207 0.05243 0.102683 -0.20956
0.357 -0.56462 0.067742 0.115133 0.795256
0.132 -0.29338 0.065513 0.104948 0.484471
0.01 -0.20248 0.085 0.118817 0.436896
0.052 -0.32088 0.053535 0.128386 -0.1231
0.152 -0.25425 0.051865 0.113781 -0.03541
0.276 -0.45081 0.055758 0.120531 0.660407
0.118 -0.26569 0.048826 0.139857 0.708922
0.4 -0.47645 0.069115 0.116351 0.512768
0.139 -0.39121 0.070235 0.150891 0.273485
0.131 -0.39042 0.057454 0.10927 0.016803
0.242 -0.35397 0.045803 0.149543 -0.54814
0.233 -0.39964 0.055758 0.115842 -0.2906
0.428 -0.6116 0.060207 0.124264 0.299773
-0.081 -0.25518 0.081859 0.150142 0.863299
-0.018 -0.1827 0.049091 0.122429 -0.45661
0.296 -0.45233 0.074242 0.121762 0.11329
0.386 -0.58481 0.050219 0.125829 -0.83839
0.038 -0.20557 0.054918 0.144508 -0.59439
0.415 -0.59425 0.049203 0.11404 -0.49209
0.4 -0.5668 0.0464 0.113318 0.765676
0.013 -0.31586 0.084528 0.108752 -0.30771
-0.021 -0.25436 0.067601 0.146856 0.542462
0.083 -0.40434 0.044204 0.114108 -0.86349
0.275 -0.54932 0.076537 0.129533 0.53609
0.061 -0.27694 0.045803 0.139858 -0.52689
0.038 -0.27347 0.052697 0.117825 -0.43871
0.37 -0.63927 0.070491 0.126047 0.915227
0.128 -0.293 0.053535 0.108489 0.0539
0.278 -0.44944 0.0486 0.130633 0.210471
0.129 -0.25374 0.056035 0.148852 0.025553
0.088 -0.16362 0.060745 0.146051 0.687849
0.159 -0.24128 0.061911 0.118511 0.86653
0.093 -0.30575 0.051865 0.110014 0.378386
0.027 -0.3091 0.077369 0.124458 0.644321
-0.029 -0.28204 0.066648 0.148959 0.886984
0.094 -0.25245 0.051865 0.103637 -0.23437
0.174 -0.41313 0.051865 0.114116 0.955111
0.039 -0.21399 0.045803 0.159798 0.033978
0.083 -0.35468 0.085428 0.175772 0.675639
0.056 -0.383 0.078262 0.112441 -0.96587
0.416 -0.77075 0.054083 0.31549 0.025084
0.31 -0.57745 0.041109 0.101529 -0.56442
0.377 -0.50553 0.066573 0.171214 0.667548
0.066 -0.38434 0.057454 0.156854 -0.62555
0.08 -0.3326 0.049929 0.110089 0.545483
0.045 -0.51625 0.054378 0.193522 0.582794
0.094 -0.24102 0.05883 0.11458 0.393429
0.12 -0.42179 0.085866 0.129127 -0.41114
0.155 -0.24965 0.068963 0.13581 -0.95902
0.295 -0.43773 0.086353 0.128675 0.082163
0.079 -0.03177 0.067119 0.108304 -0.00131
0.096 -0.29962 0.066241 0.116059 0.696303
0.11 -0.39552 0.041231 0.114968 0.760958
0.155 -0.50027 0.044204 0.115316 0.945922
0.163 -0.34744 0.06673 0.127038 -0.64506
0.141 -0.15773 0.053535 0.12109 -0.59952
0.405 -0.77787 0.061854 0.122576 -0.81129
0.07 -0.46452 0.05423 0.119915 -0.28613
0.117 -0.27759 0.038288 0.148227 -0.49386
0.063 -0.1255 0.045221 0.157443 -0.08291
0.122 -0.20916 0.0436 0.141473 0.99519
-0.05 -0.22194 0.055226 0.131908 -0.23549
0.321 -0.3146 0.059363 0.115861 0.862578
0.14 -0.47155 0.042801 0.11743 -0.02927
0.478 -0.58518 0.075471 0.125246 -0.17826
0.345 -0.42138 0.062681 0.108276 0.9836
-0.033 -0.4068 0.072069 0.191602 -0.66328
0.026 -0.2742 0.026419 0.111798 -0.64601
0.414 -0.29379 0.078032 0.126119 0.145834
0.017 -0.30168 0.079605 0.118853 -0.71267
0.173 -0.43232 0.042801 0.127478 -0.69573
0.09 -0.35355 0.04801 0.098211 -0.93377
0 -0.1614 0.054378 0.126093 -0.12306
0.172 -0.24032 0.045221 0.148618 0.194748
0.315 -0.54683 0.059169 0.123104 -0.62695
0.385 -0.65766 0.081987 0.195241 -0.84891
0.217 -0.28844 0.07839 0.140426 0.484901
-0.062 -0.21367 0.041231 0.108636 0.52746
0.127 -0.2645 0.065115 0.11567 0.86703
0.215 -0.54168 0.048826 0.119518 0.757955
0.119 -0.52496 0.081841 0.116329 0.699109
-0.048 -0.17476 0.060901 0.114947 -0.22069
-0.01 -0.35934 0.042953 0.112314 -0.69881
0.159 -0.48774 0.078262 0.121366 0.115578
0.334 -0.4256 0.07256 0.112375 0.329404
0.522 -0.2773 0.057688 0.122846 0.716446
0.429 -0.66034 0.06 0.133589 -0.3333
0.235 -0.3476 0.042801 0.131758 0.656108
0.29 -0.44822 0.042801 0.117822 0.521778
0.079 -0.187 0.0414 0.110689 -0.18412
0.176 -0.37373 0.051039 0.11867 -0.01027
0.339 -0.55826 0.0464 0.112264 -0.82179
0.339 -1.42533 0.0464 0.112101 -0.63264
-0.014 -0.18465 0.085 0.12688 0.383238
0.179 -0.62971 0.04701 0.115736 0.274189
0.175 -0.09589 0.038418 0.114552 0.727735
0.049 -0.09048 0.034 0.114371 0.070648
0.233 -0.08118 0.039051 0.100992 0.164476
0.007 -0.2378 0.060033 0.109174 -0.85115
0.077 -0.34912 0.067119 0.150749 0.309097
0.193 -0.10651 0.076059 0.116663 0.049768
0.312 -0.11712 0.084118 0.109241 -0.37832
0.079 -0.39389 0.054781 0.117559 -0.29293
0.306 -0.29868 0.063285 0.123625 0.73847
0.014 -0.2947 0.026925 0.134511 -0.53175
-0.003 -0.21961 0.022472 0.11075 0.440102
-0.074 -0.20424 0.021633 0.118648 0.397906
0.374 -0.52048 0.086313 0.132566 0.76188
0.59 -0.61231 0.04801 0.121273 -0.50348
-0.019 -0.08498 0.042011 0.145074 0.857276
0.381 -0.58717 0.078714 0.130392 0.526483
0.202 -0.30829 0.062649 0.113535 -0.17524
-0.044 -0.2022 0.04531 0.112724 -0.46876
0.021 -0.25317 0.031304 0.13934 -0.04106
0.307 -0.4077 0.068264 0.117491 0.990983
0.269 -0.17814 0.082298 0.120483 -0.82167
0.156 -0.47135 0.04701 0.12835 -0.69653
0.152 -0.36336 0.048259 0.113502 -0.44346
0.289 -0.25683 0.083648 0.157159 -0.03679
0.037 -0.199 0.030413 0.120452 0.018232
0.147 -0.37093 0.052478 0.115278 -0.53896
-0.029 -0.28998 0.040607 0.142931 0.137151
0.348 -0.54481 0.08363 0.128378 0.810058
0.115 -0.2112 0.058668 0.128112 -0.12407
0.198 -0.20325 0.055226 0.123689 -0.39463
0.07 -0.44004 0.077878 0.133681 0.480026
0.265 -0.33716 0.084528 0.129848 0.62956
0.174 -0.16122 0.0436 0.119972 -0.17594
0.236 -0.35018 0.052153 0.1059 -0.07381
0.135 -0.07377 0.043011 0.11113 -0.5966
0.272 -0.39992 0.067119 0.114399 0.663045
0.307 -0.45543 0.069971 0.144045 -0.48266
-0.115 -0.2552 0.036674 0.116604 0.786409
0.196 -0.40111 0.046872 0.152944 0.809406
0.385 -0.39703 0.047434 0.107958 0.869725
-0.027 -0.41602 0.053758 0.11026 0.780382
0.161 -0.22021 0.051623 0.132057 -0.25513
0.176 -0.32387 0.053 0.116183 -0.00137
0.054 -0.34632 0.075133 0.121384 0.346548
0.433 -0.63056 0.052153 0.118894 -0.07502
0.345 -0.62249 0.064884 0.122443 0.26385
0.271 -0.45525 0.07782 0.136143 -0.84015
0.267 -0.38573 0.085866 0.118316 0.532436
0.189 -0.42581 0.05608 0.119331 -0.69267
0.041 -0.57679 0.063324 0.117863 0.15725
0.332 -0.41015 0.079177 0.118575 0.922354
0.329 -0.48861 0.078294 0.124847 0.993684
0.361 -0.5147 0.051613 0.120357 0.314027
0.211 -0.21563 0.053 0.110725 0.276385
0.118 -0.29685 0.059682 0.15152 0.367081
0.145 -0.22732 0.073355 0.115985 -0.15155
0.115 -0.20826 0.0614 0.105616 0.242931
0.08 -0.27152 0.052478 0.112337 0.564425
0.179 -0.29132 0.064884 0.118803 0.519544
-0.103 -0.21681 0.045221 0.134614 -0.84951
0 -0.21675 0.023021 0.137735 -0.55264
0.405 -0.58416 0.059682 0.120519 -0.66082
0.471 -0.45704 0.078294 0.124267 0.808563
0.245 -0.32864 0.053009 0.112333 0.541439
0.055 -0.15974 0.031764 0.114757 0.969925
0.153 -0.22327 0.067601 0.178296 0.829337
0.314 -0.47563 0.048259 0.121755 -0.96183
0.137 -0.38323 0.035341 0.113926 0.623384
0.202 -0.20116 0.049091 0.123881 -0.47725
0.237 -0.43779 0.045803 0.143957 -0.61905
0.176 -0.6242 0.039812 0.118455 0.200804
-0.016 -0.33302 0.064884 0.147392 -0.45432
0.185 -0.34175 0.054083 0.117677 -0.06659
-0.043 -0.2331 0.075663 0.098247 -0.18842
0.444 -0.55639 0.057688 0.127789 0.150607
-0.081 -0.26429 0.041629 0.103106 0.813879
0.164 -0.0261 0.045803 0.121211 -0.95903
-0.077 -0.21997 0.028178 0.138163 0.865926
0.015 -0.34822 0.07247 0.111978 0.548985
0.009 -0.3457 0.065368 0.110176 0.509973
0.085 -0.27916 0.076922 0.110229 -0.76239
-0.038 -0.15662 0.060415 0.107942 -0.73645
-0.022 -0.11804 0.056938 0.113066 -0.69822
0.271 -0.4851 0.046615 0.109724 -0.02781
0.175 -0.41595 0.053 0.12193 -0.08384
0.221 -0.28969 0.053 0.101533 -0.6229
0.127 -0.36032 0.056859 0.111425 -0.8421
0.448 -0.70083 0.05964 0.123457 -0.50868
0.146 -0.37385 0.072006 0.111996 -0.05588
0.096 -0.38321 0.047927 0.122956 -0.49616
0.081 -0.28208 0.063134 0.115103 0.188521
0.041 -0.42339 0.064884 0.114007 0.197797
0.194 -0.60148 0.053535 0.114168 0.473776
0.235 -0.34047 0.089067 0.11123 -0.36138
-0.007 -0.3095 0.041629 0.171227 -0.81416
0.067 -1.25783 0.052924 0.104777 -0.77302
0.453 -0.55089 0.069115 0.117823 0.013541
0.313 -0.3741 0.056302 0.118037 -0.03648
0.167 -0.26206 0.044204 0.129584 -0.17643
-0.051 -0.33375 0.075133 0.132988 -0.09126
0.146 -0.28671 0.064498 0.135076 -0.46011
0.181 -0.53856 0.061911 0.187297 0.67649
0.145 -0.43846 0.056603 0.125287 0.550335
0.113 -0.1912 0.05243 0.135525 -0.19869
0.078 -0.24359 0.050477 0.130206 0.475454
0.074 -0.16428 0.043416 0.130097 -0.44776
0.124 -0.39328 0.085 0.131275 0.810399
0.261 -0.33889 0.062433 0.118623 -0.70534
0.067 -0.50372 0.039824 0.11514 0.645374
0.149 -0.14083 0.054083 0.111932 -0.26574
0.494 -0.45494 0.063513 0.118693 0.523168
0.202 -0.36111 0.065513 0.138357 0.750857
0.204 -0.38227 0.06466 0.130685 0.316048
0.253 -0.57368 0.075179 0.12707 0.806788
0.164 -0.46625 0.054644 0.120178 -0.06028
0.216 -0.33329 0.041109 0.10731 -0.93918
0.084 -0.20259 0.045 0.137566 -0.06645
0.022 -0.26523 0.046615 0.127476 0.048837
0.055 -0.2999 0.030016 0.109007 -0.72519
0.37 -0.33785 0.087709 0.127888 0.04435
0.232 -0.59867 0.059908 0.131825 0.423229
0.451 -0.53739 0.061587 0.12985 0.175563
0.224 -0.45339 0.05714 0.120551 0.249785
0.15 -0.27085 0.04801 0.103761 -0.75535
0.658 -0.58444 0.064899 0.12109 -0.50421
0.354 -0.5402 0.051865 0.148353 -0.22162
0.179 -0.55296 0.07083 0.135144 -0.43013
0.003 -0.16056 0.0464 0.123718 -0.31063
0.097 -0.21193 0.034 0.125364 -0.55664
0.3 -0.56402 0.062769 0.12101 0.704873
0.162 -0.33635 0.081884 0.113813 0.034988
0.145 -0.29897 0.050219 0.103059 0.601949
0.084 -0.20804 0.051613 0.108527 0.788954
0.123 -0.53548 0.065 0.120065 -0.2407
0.162 -0.27042 0.041231 0.114461 0.882502
-0.049 -0.15379 0.019209 0.113498 0.280707
0.098 -0.35873 0.061587 0.125695 0.756765
0.143 -0.49831 0.077897 0.125541 0.298004
0.187 -0.53359 0.074793 0.121198 -0.56945
0.203 -0.27539 0.067416 0.125503 -0.43675
-0.025 -0.19633 0.056603 0.139141 -0.72746
0.058 -0.33387 0.030016 0.142275 -0.22155
0.218 -0.34691 0.045803 0.130116 0.194699
-0.046 -0.16866 0.078294 0.138141 0.892165
0.114 -0.21062 0.040459 0.127481 -0.44081
0.416 -0.52451 0.046097 0.128162 -0.02558
0.171 -0.47015 0.071196 0.10638 0.605892
0.321 -0.36466 0.062128 0.107269 -0.33616
0.319 -0.51021 0.042011 0.115305 0.851421
0.001 -0.20662 0.047434 0.124878 0.763687
0.319 -0.22266 0.050803 0.12094 -0.72219
